episode,length,reward,loss
0,45,-26.89126215075268,None
1,23,-7.239880326704082,None
2,163,9.181110581577695,None
3,98,-59.436488018321334,None
4,999,-337.49098562159895,None
5,128,-18.09841665298034,None
6,131,-97.75747592982015,None
7,999,-329.85547955168204,None
8,69,-30.362706492977665,None
9,24,-25.868323103487278,None
10,78,-29.234214980488762,None
11,21,-6.633947247240403,None
12,14,9.1350808360986,None
13,43,-3.599019229627988,None
14,999,-324.24218923660266,None
15,17,-4.161430900016428,None
16,80,-32.016630432974594,None
17,200,-11.310756757990033,None
18,157,-165.80781961107425,None
19,226,-69.3061157436887,None
20,28,-10.385486593083511,None
21,999,-254.87287390782808,None
22,44,-24.548726591880776,None
23,92,-5.997286447818808,None
24,17,-5.033128470067828,None
25,79,-28.334938669821057,None
26,26,-32.77933510720683,None
27,999,-263.5202942641561,None
28,101,-37.24915314784866,None
29,179,1.6797361688492218,None
30,241,11.05798980016192,None
31,97,-41.297606140518454,None
32,51,-10.014385236454594,None
33,240,-104.4639366305099,None
34,24,-13.318343564196491,None
35,288,-10.63184853793397,None
36,122,-86.03106031134043,None
37,69,-26.777712733514843,None
38,29,-14.371709052274,None
39,12,8.330028756410947,None
40,999,-338.9917051073026,None
41,999,-359.25985373459594,None
42,207,-20.347838416909653,None
43,37,0.9743196865345864,None
44,80,13.375921653217542,None
45,22,-9.813753893219673,None
46,101,-65.45661964176932,None
47,149,-7.728028883484589,None
48,127,-49.640387344728644,None
49,34,-18.482874719965046,None
50,999,845.9413443977079,0.32563111186027527
51,88,71.48071625883668,0.31298214197158813
52,677,569.2186500060208,0.34244242310523987
53,999,727.4545515191276,0.24708355963230133
54,62,-66.42500881875142,0.3338722586631775
55,999,-1406.7794203492504,0.26844125986099243
56,999,-1396.3962441387746,0.21100080013275146
57,999,-1434.0768481721254,0.11138135194778442
58,999,-1425.9478990407995,0.10635168105363846
59,999,713.5068089852799,0.9683200120925903
60,999,477.10753948020755,0.6688148975372314
61,999,430.5623467570446,1.0767619609832764
62,999,554.9572043254018,0.5903937220573425
63,55,17.944127819218732,0.68063884973526
64,999,715.735863983417,1.1696034669876099
65,999,591.7308740181326,0.7274153828620911
66,357,177.30688396868365,0.9583632946014404
67,736,343.4090406729209,1.0651838779449463
68,32,-1.2112896380757772,1.6029832363128662
69,999,457.2551457614428,1.386671543121338
70,999,352.8424873020912,2.867233991622925
71,287,84.40107917032485,1.3557322025299072
72,999,360.8509172287164,2.7078001499176025
73,999,346.25702676601696,1.2378089427947998
74,999,694.5483634961263,0.6887478828430176
75,999,628.0981564814482,0.6794849634170532
76,999,559.7982737133309,0.6453759670257568
77,311,177.41890519711987,0.7557361125946045
78,999,648.1090277331763,0.8111433386802673
79,999,681.5614324964956,0.7899808883666992
80,999,601.1949988021205,0.9522935152053833
81,999,555.9304394044251,0.9023312330245972
82,999,584.3621592931912,0.9019227027893066
83,999,494.4293350619348,0.7891724109649658
84,999,444.56744671602826,0.73969566822052
85,999,529.3510529469872,0.4943484961986542
86,999,458.9040653220206,0.5724244117736816
87,999,511.9210311315626,0.5211940407752991
88,999,484.9265886531448,0.44597727060317993
89,999,540.548153395047,0.7816264629364014
90,381,174.62253676418655,0.715346097946167
91,918,419.5775573905261,0.8036718964576721
92,999,499.0749583260192,0.6023942232131958
93,999,552.0360495060224,0.8144571781158447
94,880,522.0609611451929,0.5810427665710449
95,999,706.7883139257729,1.0503751039505005
96,813,358.35528217829943,0.6333600878715515
97,693,413.08213203960514,13.904977798461914
98,999,477.17284637704637,0.7735443115234375
99,466,262.7942672928347,1.537233829498291
100,961,529.7359235257871,0.8595895767211914
101,195,118.30660631240531,0.7722584009170532
102,999,446.86218080252866,0.9425955414772034
103,999,680.4056229848563,1.0342575311660767
104,999,616.8422266997512,1.6340587139129639
105,804,387.0151331150957,1.1404297351837158
106,952,579.5580409981075,1.3535950183868408
107,564,290.800797370841,0.8952844142913818
108,479,193.27995358618335,1.4359726905822754
109,999,429.58914165229675,1.4969160556793213
110,69,21.553451197073223,1.362626552581787
111,234,126.55138330832422,1.2013628482818604
112,999,460.09216901775653,15.601990699768066
113,999,455.2678039370554,1.4653003215789795
114,999,155.19329847486907,19.37190055847168
115,264,162.2647131015435,12.144454002380371
116,999,495.2775814007217,1.4114139080047607
117,999,580.9721947140255,1.3344995975494385
118,155,105.87372836010508,1.6700711250305176
119,953,547.9069834755301,1.5925471782684326
120,999,528.7919650608688,1.4630786180496216
121,999,630.7814315242775,1.1632399559020996
122,999,335.42388910051056,1.3739862442016602
123,226,111.9987171118031,1.3952953815460205
124,999,489.86068225339204,1.0679560899734497
125,999,587.3232694228061,0.875518798828125
126,999,534.2166782300615,19.781047821044922
127,999,543.7769211169644,1.1092416048049927
128,999,397.9689846924325,1.188439130783081
129,999,591.2218560280678,1.0727005004882812
130,999,398.51069222925054,1.1162208318710327
131,999,511.14084847654726,0.9108036160469055
132,999,635.089294912967,0.9288594722747803
133,999,618.9742326827272,0.6684286594390869
134,999,647.1477198265369,0.817391037940979
135,999,533.6032061244264,0.5989685654640198
136,999,628.6410555860016,0.614119827747345
137,999,503.72252553833727,0.7179149985313416
138,999,402.20995836215434,0.6700202226638794
139,999,563.6149184550769,0.6959495544433594
140,999,567.6574288302744,0.7699680328369141
141,999,465.0207375783885,0.7155722975730896
142,999,563.2744758260407,0.7290398478507996
143,999,470.56778346421424,0.7980302572250366
144,142,92.48890516927993,0.9232998490333557
145,999,577.5355372207134,0.7325979471206665
146,999,605.956919761011,0.7814515829086304
147,999,388.82904693701005,0.9380269050598145
148,999,620.2476028332197,0.7384542226791382
149,999,539.4693571723296,1.2908761501312256
150,999,570.4391897519836,0.7666539549827576
151,999,654.3329272623134,0.6738804578781128
152,102,88.01835322105815,0.9206605553627014
153,999,713.4780085812507,0.9140756726264954
154,999,540.4836620014474,1.323758840560913
155,164,150.39484770983645,1.2144168615341187
156,999,496.1783141975263,1.259332537651062
157,18,7.602937967009865,1.2599658966064453
158,999,566.4326603168591,1.332388162612915
159,999,569.9722262289501,1.634082555770874
160,999,324.0342469996733,1.1640338897705078
161,999,306.51579323901365,1.2027493715286255
162,203,107.89061068630612,1.576275110244751
163,999,479.17039188622186,1.4901621341705322
164,999,359.2835460250522,1.8128514289855957
165,999,662.3696086618071,1.800069808959961
166,999,545.3139712613247,1.9260051250457764
167,91,74.08453634581544,2.1898107528686523
168,53,8.1994013545616,1.9466052055358887
169,999,503.5701112017048,1.6642587184906006
170,999,652.7321148390141,2.3370349407196045
171,999,621.5288266911934,1.643247365951538
172,80,70.44170037391457,1.6587176322937012
173,999,377.9046657647935,2.101557970046997
174,999,509.5612461227366,2.2864668369293213
175,999,222.91922280712836,2.1108477115631104
176,39,24.796647103884393,2.2443947792053223
177,999,464.6561305110178,1.841961145401001
178,439,174.1773772666741,2.0441699028015137
179,999,631.5310511880135,1.9695770740509033
180,999,-79.49180316807195,1.8416392803192139
181,999,504.6474608396174,2.4536361694335938
182,999,531.279655590616,2.021770477294922
183,999,373.0902860046743,1.7024012804031372
184,999,603.8137910922073,1.1484297513961792
185,262,186.58122177681685,1.3702914714813232
186,999,508.53879275477993,1.2506372928619385
187,579,356.39756296708634,2.000648021697998
188,999,306.8828274050277,1.5477650165557861
189,999,452.05358277457657,1.419816255569458
190,999,259.87804316341106,1.325819730758667
191,20,5.5550587767247,1.2301874160766602
192,999,528.004255909708,1.336305022239685
193,161,79.37192335398038,28.150650024414062
194,99,37.371982257524934,34.76544952392578
195,999,229.97264695073292,1.494814157485962
196,999,283.8196423185764,1.7963995933532715
197,999,369.2527062148453,2.0686488151550293
198,999,281.91906504218605,1.6152852773666382
199,999,414.9108433188756,1.871742844581604
200,999,335.4811882964436,1.3616572618484497
201,999,359.34060819538877,1.5936851501464844
202,999,346.41740923792196,1.5871975421905518
203,999,360.5186621418871,1.1450570821762085
204,999,525.6431315205676,1.9248348474502563
205,999,310.3907034344942,1.4627538919448853
206,999,434.5884902157559,1.814319133758545
207,999,573.8332688622062,1.7587732076644897
208,957,427.10850558326825,1.718745231628418
209,999,373.0669851417865,2.0034780502319336
210,291,113.34158337695513,1.5919100046157837
211,493,199.38367971504246,2.5865516662597656
212,999,354.9893298697368,3.269623041152954
213,999,490.25146889004805,2.2187294960021973
214,999,406.9601845402176,2.454988479614258
215,425,210.3653209358745,2.9313342571258545
216,999,351.5299143046087,2.1298036575317383
217,116,87.15861068978668,2.5981431007385254
218,27,7.107321632170155,2.798344612121582
219,213,81.74550805609324,5.144397735595703
220,40,17.83870080853763,2.820141077041626
221,466,265.2665731142459,3.2637710571289062
222,999,432.6657691039778,4.335546970367432
223,999,495.3910812309698,2.6735854148864746
224,99,53.94373988751,21.48539161682129
225,999,462.5483500571772,27.918628692626953
226,32,19.218052582774227,3.0868520736694336
227,999,553.2508842722517,23.701297760009766
228,483,187.53577710613916,2.665648937225342
229,237,87.7439354129559,2.957307815551758
230,426,201.95607222609775,2.7955360412597656
231,999,252.3064590781114,3.443378210067749
232,390,47.43688786921564,31.401691436767578
233,999,243.83376782552938,22.05072784423828
234,999,238.1237796471902,4.990956783294678
235,205,74.56157562320998,29.99686050415039
236,999,276.891211227044,2.848313808441162
237,932,90.2227814659916,3.992875099182129
238,999,272.0410909725454,4.608436584472656
239,318,187.5583325146175,3.284532070159912
240,999,269.23767948561914,3.7839672565460205
241,148,37.34165589264767,29.506717681884766
242,165,65.70524049076276,1.785628318786621
243,178,97.96613687742234,2.850554943084717
244,999,99.87362146131728,3.391385316848755
245,94,0.6206373802576121,31.62323570251465
246,999,204.82973307043196,2.7350616455078125
247,999,140.35376246935243,3.419233560562134
248,999,218.09724654901152,2.787294387817383
249,416,108.36696219988657,2.6684017181396484
250,171,41.45104439590945,3.400974750518799
251,591,217.5557014871339,26.01450538635254
252,58,7.6082509512531145,11.87979507446289
253,149,40.37160131998151,3.2582664489746094
254,441,156.82772375301346,4.965926170349121
255,16,-15.291058031314929,13.40867805480957
256,999,240.4056259634542,4.994449138641357
257,411,118.66052739468623,3.2362241744995117
258,999,183.60612868212036,4.829094409942627
259,999,296.2322685656177,9.95902156829834
260,112,23.48828778132236,4.553740501403809
261,117,60.68157128659902,22.827199935913086
262,250,84.88972576004714,6.177836894989014
263,999,264.30360997739444,5.0192461013793945
264,999,181.07964079351302,19.190990447998047
265,175,31.933870920140777,24.20240592956543
266,334,114.62543299668673,6.157413959503174
267,117,47.95279417327977,7.213563919067383
268,54,3.933187537082368,17.207496643066406
269,654,125.92066174292145,26.702301025390625
270,999,-0.6352042728199585,9.760211944580078
271,76,5.213278149065681,18.545841217041016
272,206,72.9530219749084,18.495153427124023
273,235,48.08968462079909,27.282142639160156
274,20,1.7976747023910757,17.956218719482422
275,252,97.58709568291083,15.957901000976562
276,169,98.46212702040349,29.131977081298828
277,197,47.40269754926693,3.8282740116119385
278,161,48.47055632224759,8.894426345825195
279,269,66.69493108342728,5.420260906219482
280,330,130.2869854823389,32.04202651977539
281,629,282.9964856467296,34.07038497924805
282,760,161.14728016666834,6.683133602142334
283,999,256.2445211047388,4.78591251373291
284,308,79.27202080563424,7.817310333251953
285,179,44.63652478202377,29.8212833404541
286,198,27.033070598815787,14.684013366699219
287,633,183.92100463628805,35.146793365478516
288,999,420.9979509904738,13.033214569091797
289,498,242.9078029410639,11.150325775146484
290,94,2.08996522636444,7.57589054107666
291,999,310.89094817575403,26.326391220092773
292,999,238.5334190757959,8.766403198242188
293,999,349.994612048966,63.076568603515625
294,999,336.34949350509515,6.952754020690918
295,999,236.66004720858783,6.635791301727295
296,751,275.71565925214657,5.147733211517334
297,999,318.83607007680695,19.493106842041016
298,40,-1.1655434212313323,5.160983562469482
299,130,39.319976425509005,5.888811111450195
300,148,-8.988195151357795,3.4144701957702637
301,999,333.340854545263,3.991687774658203
302,114,17.577766560854734,4.198891639709473
303,999,225.41268911690696,4.74308967590332
304,999,153.2588012177155,4.2502641677856445
305,999,40.21087295771367,3.5120792388916016
306,999,55.556113792075784,3.610248565673828
307,221,13.62396289398147,3.3146519660949707
308,15,5.103482282835914,12.583817481994629
309,57,19.603785668149825,3.9522578716278076
310,161,46.87498451203541,28.401121139526367
311,41,24.754036488634547,3.514045000076294
312,451,1.0122611769065566,11.608020782470703
313,30,18.793816840731566,41.06010818481445
314,15,8.869156577520917,5.508289337158203
315,156,66.83383695060678,3.447139263153076
316,999,263.69962436407855,5.031373023986816
317,999,290.1216434484866,5.823530197143555
318,999,219.4682585446604,3.65457820892334
319,49,0.3176250729317849,51.11723327636719
320,196,16.47075400898017,6.59986686706543
321,915,330.934216758002,6.839838027954102
322,479,237.9192283139509,3.962043523788452
323,999,368.213406736597,32.07720184326172
324,999,294.1152133285424,4.786808013916016
325,999,178.67970637843106,4.495244026184082
326,11,1.1554904856028836,6.121854782104492
327,232,51.732191156087254,6.183189868927002
328,80,-34.85674441415626,23.374542236328125
329,999,28.30442498653475,6.896244049072266
330,10,-3.1752593486119456,5.1490325927734375
331,39,5.054849007290477,4.831593990325928
332,469,-237.45212102982816,7.326731204986572
333,86,-25.14860768000465,7.133707523345947
334,999,-71.31343387246622,8.395814895629883
335,999,16.187313605134463,11.699748039245605
336,18,-21.086008523055213,7.208802223205566
337,33,-21.600548486800516,19.446819305419922
338,21,1.324741980859961,6.016140460968018
339,132,53.28692364189513,40.28628158569336
340,361,93.23853931562009,8.836575508117676
341,186,27.06338880348898,6.452051639556885
342,42,12.250476902114723,25.88235092163086
343,433,71.26488336506837,41.74723815917969
344,286,83.2053495859878,8.368934631347656
345,19,8.105769871206244,9.505008697509766
346,228,52.915948781627264,43.647212982177734
347,999,181.96006616916202,8.42383098602295
348,163,22.444288366245807,30.2265567779541
349,705,67.28591638522555,6.24434757232666
350,999,246.47721815192148,7.498409271240234
351,144,45.16672527561988,14.779312133789062
352,999,276.96906396956126,9.46455192565918
353,999,154.01665486689092,21.88323974609375
354,113,18.089269041413367,17.17583656311035
355,999,92.9356092993884,42.26039123535156
356,14,0.7271128460931067,9.49968147277832
357,97,14.12129830136962,49.73225784301758
358,999,184.3415459055579,9.572111129760742
359,187,31.245434640071,50.46038055419922
360,40,0.44177021097891633,9.140158653259277
361,826,20.6051754253227,18.07552719116211
362,146,39.006279060668085,17.0859317779541
363,179,32.573631932493754,31.620338439941406
364,999,69.83116520250869,26.790374755859375
365,999,0.29255031979393564,10.228984832763672
366,905,183.1555772366389,7.948765754699707
367,999,228.56993666890915,19.73269271850586
368,43,-1.634126512321596,6.551394939422607
369,999,196.41805620185295,10.064413070678711
370,999,382.1112301437971,6.9917120933532715
371,999,-19.231763232549568,5.423331260681152
372,999,0.18308440022072858,9.537487030029297
373,196,64.85372166207729,4.73421573638916
374,999,-39.442338866138215,5.576080322265625
375,26,-7.589352956600355,5.91431999206543
376,427,136.29094708723886,36.94636154174805
377,70,10.89504841144852,6.551541328430176
378,999,-20.306373409256835,17.918643951416016
379,999,89.29781496164787,6.625638008117676
380,486,148.8310676632189,7.866147041320801
381,179,-24.76542712321577,5.417584419250488
382,321,133.60164007127918,4.684816837310791
383,139,49.17397622624925,52.2287712097168
384,999,76.8020576643599,6.1417741775512695
385,999,103.12496916805958,10.325109481811523
386,276,83.68411618098807,5.305953025817871
387,193,54.75495702384333,6.735573768615723
388,38,-5.704069031482418,51.147708892822266
389,205,65.01942386549354,7.117415428161621
390,707,300.1422268943883,29.405879974365234
391,999,54.28964902814503,8.44765567779541
392,100,24.520873536866787,7.775026321411133
393,324,60.16404361796831,7.037748336791992
394,317,40.90471628426922,6.382220268249512
395,332,129.19748971679192,47.26491165161133
396,999,45.47657254483754,7.82424783706665
397,999,172.0571955892975,7.491796493530273
398,101,24.970805489976534,5.553349494934082
399,30,3.6133036004260015,6.0915937423706055
400,181,35.11524865848411,20.556474685668945
401,259,110.15291757569578,6.914106369018555
402,407,111.53877874704295,5.49653434753418
403,469,126.8283909592702,6.435892105102539
404,136,67.97143929424787,5.375750541687012
405,14,0.14490681854267695,7.029949188232422
406,215,128.31862630568432,30.19219970703125
407,249,104.39897861579159,5.96260929107666
408,64,46.735322312613846,7.52275276184082
409,999,342.4404051969741,59.783363342285156
410,47,-0.34561855840128297,27.30331039428711
411,999,392.91112629058193,17.419490814208984
412,23,5.711670302303765,10.503948211669922
413,262,84.6999722085198,10.129764556884766
414,139,30.514568493286582,40.84370803833008
415,189,154.6030118496692,67.95738220214844
416,252,132.41353918512195,11.243638038635254
417,999,-39.33625407285719,7.297463417053223
418,39,-7.801672994366488,39.45805740356445
419,891,93.76874214016563,10.973611831665039
420,899,182.02206904097312,61.984375
421,40,11.057001178447567,49.09210968017578
422,218,61.04498756231608,13.386476516723633
423,999,-28.835620049773475,9.504426956176758
424,571,222.92989665312732,13.834090232849121
425,80,9.345992282953977,50.577762603759766
426,393,-33.48531023256144,13.48421573638916
427,999,-252.61931569708224,10.892597198486328
428,454,-192.30727112036243,21.464256286621094
429,378,115.5620904239533,49.52422332763672
430,219,58.671795979293336,8.933063507080078
431,644,85.7998861202158,10.925718307495117
432,586,-28.05693130703786,27.310955047607422
433,519,126.92027854098833,7.690059661865234
434,208,8.430859888246651,9.606359481811523
435,838,-70.82679370067761,7.890398025512695
436,308,107.16238605813305,20.850936889648438
437,65,8.17697065417515,7.759701728820801
438,23,-8.722152912114746,8.738296508789062
439,370,180.5717851332731,44.16854476928711
440,150,-28.89150999320311,11.411008834838867
441,556,88.52852152639537,10.899477005004883
442,999,28.327881438939215,7.03410005569458
443,232,45.15773896052007,9.374227523803711
444,226,67.8610039420516,9.0545654296875
445,999,35.800290378869875,32.0506591796875
446,999,63.92308739653228,32.27863311767578
447,52,-1.8737235460035695,30.986652374267578
448,999,-12.356712275767501,27.514991760253906
449,999,44.60229571905688,8.608120918273926
450,999,-126.29373789993338,9.502052307128906
451,882,203.80649817528837,5.813429832458496
452,91,0.14580272815013862,9.22002124786377
453,999,158.09059115805394,5.839892864227295
454,226,154.19963617186698,5.721033573150635
455,999,63.954332566205835,10.213539123535156
456,271,41.18772462355468,25.466598510742188
457,999,-59.251977196457915,4.541167259216309
458,999,56.53296048313236,3.8444387912750244
459,344,36.51427775162581,10.34720230102539
460,418,40.224561529161164,31.622282028198242
461,999,-83.2555891746901,31.092945098876953
462,999,-66.91835600034798,4.818241596221924
463,210,75.74909306623789,8.121637344360352
464,93,8.26340704909534,5.003910064697266
465,999,21.7267931780585,24.458654403686523
466,251,92.40021283630203,4.996920585632324
467,999,180.72295864797707,7.10560417175293
468,999,16.485232159777077,5.494157791137695
469,999,51.12572024075176,5.04667854309082
470,721,76.29087497589795,4.736130714416504
471,724,168.3849568499423,4.98007869720459
472,999,103.97249730796813,26.804784774780273
473,999,265.0661749351454,36.60757827758789
474,786,-95.58217006550339,5.477416038513184
475,999,-194.87837166672344,21.439311981201172
476,999,-86.35413418226646,3.676241397857666
477,999,-35.8215354834303,7.070864677429199
478,999,-140.29592325075956,4.12556266784668
479,999,135.28727306804413,6.130579948425293
480,23,12.481028346576734,7.626773834228516
481,185,105.09367446274322,4.691302299499512
482,466,118.07322013317707,4.018369674682617
483,999,117.19571797548906,6.665988445281982
484,20,-6.41559733000419,5.905971527099609
485,280,15.376046638074513,3.5471291542053223
486,722,195.00654694439578,6.034494876861572
487,999,-39.42977000043838,33.202850341796875
488,999,304.91313782214473,6.009916305541992
489,132,16.10539554519034,4.903482437133789
490,18,6.722723645492663,5.247534275054932
491,337,164.15113734014668,64.47154998779297
492,999,111.34073816739874,5.007081031799316
493,324,105.55675718324073,6.2626800537109375
494,272,154.62634173683918,6.45412540435791
495,224,137.19259654031794,6.618155479431152
496,377,269.79734705858806,4.3053669929504395
497,393,315.95751352678036,4.925013542175293
498,231,27.362225218565058,47.736061096191406
499,180,60.90989681193828,8.495482444763184
500,999,109.71647385410643,8.267495155334473
501,660,361.17563794004235,7.6417999267578125
502,52,45.03153125234009,24.72843360900879
503,59,18.47953338317805,6.546249866485596
504,999,70.94853762060688,31.64267921447754
505,999,85.68077477948205,12.638570785522461
506,138,49.5962909101032,5.996534824371338
507,53,38.65127945578511,48.183528900146484
508,445,165.37326518419403,70.69258117675781
509,46,4.403403911450685,11.267151832580566
510,94,62.01907775696231,36.34310531616211
511,999,49.33428087994269,5.787995338439941
